Temp,Mean Absolute Magnetization,Susceptibility,Mean Energy / Spin,Specific Heat
1,0.999274,0.00159398,-1.99716,0.0236509
1.1,0.998428,0.00322285,-1.9939,0.0419449
1.2,0.997018,0.00587974,-1.98856,0.0671319
1.3,0.994775,0.0100789,-1.98025,0.100549
1.4,0.9914,0.0165176,-1.96812,0.142238
1.5,0.986498,0.0264866,-1.95105,0.195812
1.6,0.979617,0.0430457,-1.9282,0.26461
1.7,0.970038,0.0684397,-1.89806,0.342738
1.8,0.957139,0.10822,-1.85995,0.427371
1.9,0.938497,0.18711,-1.8096,0.554032
