Temp,Mean Absolute Magnetization,Susceptibility,Mean Energy / Spin,Specific Heat
1,0.999249,0.00158626,-1.99705,0.0237434
1.1,0.998469,0.00318517,-1.99405,0.041556
1.2,0.997004,0.00587779,-1.98851,0.0674633
1.3,0.994737,0.0102651,-1.98009,0.103709
1.4,0.991247,0.0163735,-1.9675,0.142341
1.5,0.986533,0.0262463,-1.95116,0.192937
1.6,0.979677,0.0419748,-1.92823,0.25981
1.7,0.969717,0.0725896,-1.8974,0.35239
1.8,0.95675,0.11381,-1.85907,0.439038
1.9,0.938617,0.188776,-1.80983,0.547274
